YEAR  CanESM5  CNRM-ESM2-1  IPSL-CM6A-LR  UKESM1-0-LL 
1927.00 286.8010 286.8570 286.1800 286.5660      
1928.00 286.8160 286.9180 286.2130 286.5320      
1929.00 286.7830 286.8520 286.1560 286.4730      
1930.00 286.7670 286.8270 286.1590 286.5690      
1931.00 286.7760 286.9140 286.1880 286.5290      
1932.00 286.8150 286.8120 286.1940 286.5260      
1933.00 286.8040 286.7950 286.1830 286.5570      
1934.00 286.7840 286.8180 286.1860 286.5490      
1935.00 286.7980 286.7250 286.1880 286.5210      
1936.00 286.7920 286.8430 286.2080 286.5500      
1937.00 286.8440 286.7810 286.2100 286.5670      
1938.00 286.8670 286.8680 286.2120 286.5670      
1939.00 286.8860 286.7400 286.2190 286.5930      
1940.00 286.8820 286.8190 286.2160 286.5630      
1941.00 286.8750 286.8160 286.2330 286.5490      
1942.00 286.8830 286.7990 286.2250 286.5440      
1943.00 286.8670 286.7420 286.2330 286.5560      
1944.00 286.8780 286.8330 286.2420 286.6140      
1945.00 286.8390 286.7950 286.2370 286.6150      
1946.00 286.8720 286.7680 286.2390 286.6220      
1947.00 286.8880 286.8260 286.2870 286.5930      
1948.00 286.8680 286.8340 286.3340 286.5960      
1949.00 286.8830 286.8400 286.3100 286.5630      
1950.00 286.9360 286.7790 286.3250 286.5710      
1951.00 286.8980 286.7390 286.2900 286.6120      
1952.00 286.8670 286.7500 286.2810 286.6220      
1953.00 286.8680 286.7140 286.2840 286.5460      
1954.00 286.8790 286.7740 286.2690 286.5850      
1955.00 286.8790 286.8280 286.3130 286.5370      
1956.00 286.8710 286.7480 286.3090 286.5200      
1957.00 286.8990 286.8760 286.3610 286.5470      
1958.00 286.9140 286.8850 286.3470 286.5770      
1959.00 286.9410 286.8330 286.3130 286.5390      
1960.00 286.9230 286.8270 286.3500 286.5270      
1961.00 286.9340 286.9020 286.3340 286.4810      
1962.00 286.8990 286.8160 286.3100 286.4980      
1963.00 286.8100 286.7650 286.2730 286.4220      
1964.00 286.7390 286.7150 286.1620 286.3040      
1965.00 286.7630 286.7500 286.1840 286.3110      
1966.00 286.7510 286.8300 286.2710 286.3500      
1967.00 286.7020 286.8370 286.3310 286.3110      
1968.00 286.7770 286.8150 286.3190 286.2810      
1969.00 286.8090 286.8900 286.3300 286.2920      
1970.00 286.8270 286.8080 286.3330 286.3340      
1971.00 286.8380 286.8290 286.3200 286.3640      
1972.00 286.8130 286.8070 286.3630 286.3840      
1973.00 286.8570 286.8090 286.3810 286.3540      
1974.00 286.9140 286.8750 286.3790 286.3750      
1975.00 286.8600 286.8090 286.3510 286.3450      
1976.00 286.8690 286.8790 286.3640 286.3430      
1977.00 286.8980 286.9530 286.3650 286.3770      
1978.00 286.9690 286.9370 286.4000 286.4130      
1979.00 287.0030 286.8910 286.4520 286.4860      
1980.00 287.0660 286.9480 286.4910 286.5130      
1981.00 287.0740 286.9510 286.5020 286.5200      
1982.00 287.0620 286.9600 286.5240 286.5330      
1983.00 286.9840 286.8960 286.4050 286.4590      
1984.00 287.0770 286.9200 286.4650 286.5150      
1985.00 287.1500 286.9540 286.5070 286.5040      
1986.00 287.1500 287.0720 286.5530 286.5510      
1987.00 287.1690 287.0350 286.5820 286.5280      
1988.00 287.2150 287.0520 286.6350 286.6220      
1989.00 287.3190 287.1240 286.7280 286.6950      
1990.00 287.3650 287.1380 286.7030 286.7230      
1991.00 287.3820 287.0450 286.6640 286.6820      
1992.00 287.1430 287.0300 286.4930 286.4470      
1993.00 287.1750 287.0410 286.5410 286.4930      
1994.00 287.2450 287.0560 286.5740 286.5720      
1995.00 287.3640 287.0480 286.6360 286.6630      
1996.00 287.4280 287.1980 286.7230 286.7770      
1997.00 287.4350 287.1530 286.8090 286.8500      
1998.00 287.5040 287.1570 286.8040 286.9380      
1999.00 287.6260 287.2350 286.8660 286.9680      
2000.00 287.7060 287.2770 286.9390 287.0370      
2001.00 287.7850 287.2990 286.9620 287.0750      
2002.00 287.8540 287.2340 286.9440 287.1280      
2003.00 287.8920 287.3130 286.9820 287.1710      
2004.00 287.8940 287.3360 287.0160 287.1790      
2005.00 287.8660 287.3370 287.0430 287.1770      
2006.00 287.8980 287.3540 287.0680 287.1930      
2007.00 287.8990 287.4420 287.0560 287.2600      
2008.00 287.9720 287.4670 287.0790 287.3040      
2009.00 288.0220 287.4340 287.1510 287.3070      
2010.00 288.0800 287.4480 287.1670 287.3820      
2011.00 288.1290 287.4900 287.2100 287.4610      
2012.00 288.1810 287.5010 287.1870 287.4640      
2013.00 288.2280 287.5530 287.2270 287.5270      
2014.00 288.2900 287.4630 287.2760 287.5980      
2015.00 288.3960 287.5570 287.3150 287.6550      
2016.00 288.4210 287.7190 287.4220 287.6150      
2017.00 288.5080 287.6770 287.3910 287.6370      
2018.00 288.5690 287.7310 287.3600 287.7450      
2019.00 288.5870 287.7530 287.4400 287.8440      
2020.00 288.5960 287.7420 287.3820 287.8420      
2021.00 288.7050 287.7600 287.5280 287.8960      
2022.00 288.7210 287.8610 287.6050 287.9720      
2023.00 288.7550 287.8980 287.5620 287.9950      
2024.00 288.8480 287.9060 287.6820 288.0120      
2025.00 288.9070 288.0700 287.6900 288.1150      
2026.00 288.9740 288.0880 287.7230 288.1710      
2027.00 288.9700 288.0490 287.7320 288.2370      
2028.00 289.0280 288.1160 287.8010 288.2900      
2029.00 289.0840 288.0520 287.8990 288.3600      
2030.00 289.1230 288.1380 287.9740 288.4690      
2031.00 289.2200 288.1900 287.9180 288.5160      
2032.00 289.2670 288.2110 287.9540 288.6010      
2033.00 289.3610 288.2770 288.0150 288.6470      
2034.00 289.3360 288.2320 288.0560 288.6980      
2035.00 289.3910 288.3950 288.1060 288.6910      
2036.00 289.4630 288.4640 288.0500 288.8250      
2037.00 289.5100 288.4520 288.0840 288.9350      
2038.00 289.5580 288.5350 288.2180 288.9680      
2039.00 289.6960 288.5620 288.2700 289.0310      
2040.00 289.7890 288.6100 288.2070 289.0940      
2041.00 289.7920 288.6230 288.5160 289.1590      
2042.00 289.8600 288.6220 288.6470 289.1880      
2043.00 289.9620 288.7670 288.4550 289.2670      
2044.00 290.0280 288.8240 288.5660 289.3230      
2045.00 290.0570 288.7530 288.7030 289.3480      
2046.00 290.0810 288.9520 288.7170 289.4100      
2047.00 290.1640 288.9200 288.6610 289.4930      
2048.00 290.3350 289.0380 288.7270 289.6230      
2049.00 290.4120 289.0220 288.8260 289.6750      
2050.00 290.3270 289.1600 288.8140 289.6930      
2051.00 290.3610 289.1510 288.6560 289.8410      
2052.00 290.4160 289.0660 288.5760 289.8080      
2053.00 290.4270 289.2040 289.0110 289.8320      
2054.00 290.4540 289.2000 288.9130 289.8340      
2055.00 290.5580 289.2010 288.9310 289.8780      
2056.00 290.5360 289.3330 288.9350 290.0130      
2057.00 290.5030 289.2460 289.0470 290.0040      
2058.00 290.5740 289.2790 288.9570 290.0330      
2059.00 290.6650 289.2910 288.9180 290.0500      
2060.00 290.6700 289.3750 289.0930 290.0910      
2061.00 290.6970 289.3120 289.0840 290.1400      
2062.00 290.6240 289.3620 288.9910 290.1250      
2063.00 290.5590 289.4150 289.1260 290.1070      
2064.00 290.5850 289.3880 289.2860 290.1160      
2065.00 290.5730 289.3830 288.9540 290.1910      
2066.00 290.6270 289.3980 289.0760 290.2160      
2067.00 290.6650 289.4030 289.2260 290.1920      
2068.00 290.6800 289.3830 289.2380 290.1240      
2069.00 290.5980 289.5130 289.0210 290.0730      
2070.00 290.5720 289.4700 288.9980 290.1190      
2071.00 290.6560 289.4700 288.9930 290.1920      
2072.00 290.6890 289.5810 289.0150 290.1350      
2073.00 290.5910 289.4490 289.0260 290.1320      
2074.00 290.4940 289.3920 289.0670 290.1120      
2075.00 290.5250 289.3850 288.9710 290.0520      
2076.00 290.5910 289.5800 288.9560 290.1100      
2077.00 290.5630 289.4790 289.0740 290.1590      
2078.00 290.4840 289.4260 289.0280 290.1880      
2079.00 290.4820 289.5320 289.0390 290.0900      
2080.00 290.4460 289.5640 288.9480 290.0320      
2081.00 290.4140 289.4810 289.1830 290.0930      
2082.00 290.4890 289.4430 289.0620 290.1380      
2083.00 290.4430 289.4580 288.9750 290.0820      
2084.00 290.3630 289.5160 288.8250 290.0370      
2085.00 290.3440 289.3830 288.8450 290.1230      
2086.00 290.4520 289.4640 288.9980 290.1140      
2087.00 290.4600 289.4540 289.0180 290.0270      
2088.00 290.2960 289.4800 288.8780 290.1060      
2089.00 290.2340 289.3570 288.9930 290.0430      
2090.00 290.3060 289.3460 289.0360 289.9590      
2091.00 290.3440 289.5160 288.9860 290.0410      
2092.00 290.2940 289.4490 288.7080 290.0100      
2093.00 290.2870 289.4270 288.6570 289.9910      
2094.00 290.2090 289.4250 288.9500 290.0170      
2095.00 290.1620 289.3380 288.8000 290.0240      
2096.00 290.1700 289.4360 288.7890 289.9660      
2097.00 290.2380 289.3460 288.8270 289.8900      
2098.00 290.1930 289.3830 288.9180 289.8860      
2099.00 290.1260 289.3430 288.8460 289.9630      
2100.00 290.0250 289.3940 288.7000 289.8860      
